3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Jo hab ich gesehen, nen Laptop abgeben oder so",2021-06-08 09:21:53.9633333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Donnerstag wär bei mir aber Kacke, da kommt die Hello Fresh-Lieferung",2021-06-08 09:22:45.8233333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,Andererseits will Aki ja unbedingt noch mehr Geräte haben,2021-06-08 09:22:57.9466667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,"Jens versucht, Matthias dazu zu bewegen, seinen alten ebenfalls abzugeben wg. des Hiwis im August. Viel Erfolg!   ;)",2021-06-08 09:22:58.2466667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Können wir nächste Woche vielleicht einplanen?,2021-06-08 09:23:18.3733333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Jo nächste Woche ist besser. Freitag will ich nicht, den Tag will kurz halten ;)",2021-06-08 09:23:54.7466667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,"Ja, hier auch",2021-06-08 09:24:24.6066667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,Bin mal rauchen vor dem Corona-Blues,2021-06-08 09:24:37.8900000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Achja,2021-06-08 09:24:42.1066667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Hurz!,2021-06-08 09:55:46.0200000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,Leroy hat ganz tolle Charaktereigenschaften.,2021-06-08 11:02:12.2966667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Feynman war am 28. Februar sogar auf Rang 232 bei F@H,2021-06-08 11:32:33.6000000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Oh, hab ich garnicht mitbekommen. Gibts da irgendwo ein Diagramm zu sehen?",2021-06-08 11:38:40.6733333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,"Leider nicht. Habe aber da einen Screenshot gemacht. Nicht auszuschließen, dass er schonmal ein oder 2 Plätze besser war...",2021-06-08 11:43:08.5366667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,"oc get pods -n iot-broker -o json | jq '.items[] | select(.status.reason!=null) | select(.status.reason | contains(""Evicted"")) | ""oc delete pods \(.metadata.name) -n \(.metadata.namespace)""' | xargs -n 1 bash -c",2021-06-08 12:00:55.0633333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Der schnelle braune Fuchs springt über den faulen Hund oder wie oder wat,2021-06-08 12:47:22.3433333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Das Problem von Lisa war, dass da der HPA 20 Instanzen vom test-adapter wollte, k8s aber nicht konnte: Platte immer nahezu voll. Dann hat k8s halt dauernd da an der Grenze der Festplatte hin und her gewurschtelt und regelmäßig Pods evicted, was den HPA natürlich nie zufrieden gestellt hat.",2021-06-08 14:30:30.2533333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Aaah,2021-06-08 14:31:07.5533333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"CRC war dann (vermutlich rettbar mit Aufwand) hinüber. Habe den Snapshot vom 14.04. wieder hergestellt, wo das nackte neue CRC läuft und sie deployt den Kram jetzt von vorn",2021-06-08 14:31:14.6866667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,*daumenhochicon*,2021-06-08 14:32:03.0400000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Morgen um 14 oder 15 Uhr hat sie Kolloquium. Habe angeboten, dass sie mich gerne morgen nochmal ansprechen darf, wenn davor irgendwas nicht läuft.",2021-06-08 14:32:05.2066667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Der neue Reichskanzler hat echt Swag!,2021-06-08 14:33:13.8200000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Habe herausgefunden, dass das Ganze ohne Probleme auch im echten Cluster gelaufen wär: Die benutzt ne Java-K8s-Lib namens ""fabric8.io"". Alles was sie braucht ist nen serviceaccount mit nem binding zu ner rolle mit den irgendwelchen verben (alle?) auf HorizontalPodAutoscaler.",2021-06-08 14:33:42.4900000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,Nie gehört von der Lib,2021-06-08 14:34:09.9466667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Hab ich angelegt aber sie hat sich nie Gedanken gemacht, wie man sich mit dieser lib mit nem ServiceAccount anmeldet, weil sie einfach alles für das Ding im CRC freigegeben hat und so konnte ich das jetzt nicht mal eben dranfummeln.",2021-06-08 14:34:27.2633333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,"Aah, ist discontinued",2021-06-08 14:35:00.0700000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Schon, aber der kubernetes-client nicht: https://github.com/fabric8io/kubernetes-client",2021-06-08 14:35:44.7433333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,What? Kein URL-Highlighting hier?,2021-06-08 14:36:02.2300000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,Das hab ich in meinem IRC-Client in xterm ...,2021-06-08 14:36:22.1966667
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,No Swag!,2021-06-08 14:36:29.4300000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,"Startet die Schweigert dauernd ihre VM neu, oder was ist da los?",2021-06-08 14:36:53.5433333
3301E100-4C7C-4184-BEE1-0EB3911E1F71,SugarDaddy1977,"So, erstmal was essen",2021-06-08 14:37:55.0600000
3301E100-4C7C-4184-BEE1-0EB3911E1F71,Leroy,Mache gleich auch Feierabend.,2021-06-08 14:39:27.7766667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,Hi,2021-07-13 09:00:17.8400000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Hi,2021-07-13 09:00:21.4666667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,Wie geht es dir?,2021-07-13 09:00:27.9666667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,sehr gut und dir?,2021-07-13 09:00:42.6000000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,"Etwas müde, sonst aber auch  gut. :-)",2021-07-13 09:00:53.6566667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Zu lange wach geblieben?,2021-07-13 09:01:26.8600000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,"Ja, vielleicht auch. Ich habe ein paar anstrengende Wochen hinter mir. Vielleicht wird es für mich auch mal wieder Zeit für Urlaub.",2021-07-13 09:02:34.9533333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,Fährst du noch weg?,2021-07-13 09:02:50.5433333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Ich war letzte Woche im Urlaub auf Borkum,2021-07-13 09:03:01.7333333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Weißt du schon wo es hin geht?,2021-07-13 09:03:07.8466667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,Ans Meer wäre schön :-) Wie war denn dein Urlaub?,2021-07-13 09:03:26.6100000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,"Sehr schön, Borkum hat sehr schöne Strände, wo teilweise auch Robben liegen und auch sonst ist es keine schicki micki Insel mit den größten Hotels in der ersten Reihe",2021-07-13 09:05:10.8333333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Ich kann Borkum nur empfehlen :),2021-07-13 09:05:32.0333333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,"Das hört sich toll an, ich war noch nie da. Wie sieht es denn mit Umweltschutz auf Borkum aus? Dürfen da normale Autos fahen oder nur E-Fahrzeuge?",2021-07-13 09:06:49.7733333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,"Normale Autos sind erlaubt, aber die Insel ist so klein, dass man besser alles zu Fuß oder mit dem Fahrrad macht. Es ist schon alles so gemacht, dass ein Auto nicht lohnt ",2021-07-13 09:09:46.7566667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,Ah ok :-) Also warst du auch nur zu Fuß unterwegs?,2021-07-13 09:10:34.0233333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,"Ja und mit dem Fahrrad. Das schöne ist, dass Autos teilweise hinter 20 Fahrrädern fahren und nicht vorbeikommen. Die Fahrräder sind in der Überzahl, dadurch fühlt es sich auch viel sicherer auf den Straßen an",2021-07-13 09:11:19.8500000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Ist dir Umweltschutz wichtig?,2021-07-13 09:11:34.6000000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,"Das kann ich mir vorstellen. Das wollte ich dich auch gerade Fragen :-D Ja, mir schon, und dir?",2021-07-13 09:11:55.7600000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,"Ja schon sehr. Aber es ist ein unfassbar komplexes Thema, was auch viele nicht verstehen, weil sie nicht direkt stark betroffen sind. Deswegen macht es mir schon Sorgen, wenn man sich anschaut für wie viele schon das Tragen einer Maske zu viel ist ",2021-07-13 09:13:38.5166667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,Noch eine Minute :-D,2021-07-13 09:14:02.0900000
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,"Ja. das sehe ich auch leider oft. Erst wenn man direkt betroffen ist, fängt man an, etwas zu ändern :-)",2021-07-13 09:14:22.4333333
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,huibuh,Ich sag schon mal bis bald!,2021-07-13 09:14:37.5266667
7C988734-53F7-4BF6-AE0C-13DB5FB121FA,TommyHilfiger,"Das war ein schönes Gespräch, bis dann! :)",2021-07-13 09:14:42.2133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Hallo?,2021-06-22 09:45:18.1400000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Hallo,2021-06-22 09:45:18.8100000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Seit wann gibt es diesen Timer? Der ist ja sehr verwirrend.,2021-06-22 09:45:36.1333333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Ich glaube der ist jetzt neu. ",2021-06-22 09:46:11.4166667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Jana hat gerade eben in der E-Mail geschrieben, dass es eine neue 15-Minuten Begrenzung gibt",2021-06-22 09:46:49.6133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Der setzt einen irgendwie unter Druck, in sehr kurzer Zeit ein sehr intensives Gespräch über Veganismus zu führen mit der Frage als Vorschlag :D",2021-06-22 09:46:55.1133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Ah, die hatte ich noch nicht gesehen.",2021-06-22 09:47:08.8933333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Worüber wollen wir uns denn die 12min unterhalten? ",2021-06-22 09:47:50.0666667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Ja ist etwas schwierig Themen zu finden, wenn man sich gar nicht kennt :D",2021-06-22 09:48:18.6833333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Stimmt. Also ein Speed-Dating praktisch?,2021-06-22 09:48:36.6600000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Ich hab noch nie ein Speed-Dating gemacht. Aber wenn das da auch so abläuft,2021-06-22 09:49:15.6933333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Also, bist du vegan?",2021-06-22 09:49:28.0833333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Ich auch nicht... Keine Ahnung :D,2021-06-22 09:49:32.3000000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Ich bin nicht vegan, nein. Und du?",2021-06-22 09:49:38.7866667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Nein, ich auch nicht. ",2021-06-22 09:50:00.6133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Ich habe bloß meinen Fleisch Konsum reduziert und esse nur noch ein mal die Woche Fleisch,2021-06-22 09:50:22.2100000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Hast du dich denn dabei aktiv damit beschäftigt? Und warum hast du deinen Konsum reduziert?,2021-06-22 09:50:41.8200000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Meine Freundin ist gar kein Fleisch und isst bis auf wenige Ausnahmen nur vegan,2021-06-22 09:51:16.7266667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Und seit wir zusammen wohnen kochen wir eh gemeinsam,2021-06-22 09:51:40.6800000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Achso. Das ist erstaunlich oft ein Grund, um sein eigenes Verhalten zu überdenken :-D ",2021-06-22 09:51:58.4566667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,:D,2021-06-22 09:52:07.7733333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Ja also alleine hätte ich das vermutlich nicht so ändern können. Oder ich wäre zu faul gewesen nur vegan zu kochen,2021-06-22 09:53:01.9133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Okay, was gibt es noch für Themen?",2021-06-22 09:53:50.9000000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Das ist sowieso sehr interessant, dass man viele Sachen erst durch den Umgang mit einem Partner lernt. Wobei das vermehrt auf ""negative"" Verhalten zutrifft.... Also Couchpotatoe verwandelt den anderen in eine Couchpotatoe ",2021-06-22 09:53:55.1800000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,":-D ",2021-06-22 09:53:59.1500000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Du bist also auch im Blues,2021-06-22 09:54:04.9466667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Was meinst du mit ""Blues""?",2021-06-22 09:55:24.8400000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,":-D ",2021-06-22 09:55:45.4466667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Ist ja egal :-D,2021-06-22 09:55:58.8300000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Okay, 3 Minuten haben wir ja noch: Wer wird Europameister?",2021-06-22 09:56:54.1200000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,Hast du früher als Kind Spiele im Auto gespielt? Also die Farbe von Autos zählen oder so,2021-06-22 09:56:57.2133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Ja klar.,2021-06-22 09:57:06.6200000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,":-D Gute Frage, hab auf FRA getippt, aber das könnte sich noch ändern",2021-06-22 09:57:12.9166667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,"Habe auf der Fahrt in den Urlaub immer Gameboy gespielt, aber da ist mir immer nach kurzer Zeit schlecht geworden :D",2021-06-22 09:57:44.4866667
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Dann musste ich mir halt Spiele ausdenken,2021-06-22 09:58:26.5300000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Das durften wir nie, weil meine Mama Angst hatte, dass wir ins Auto kotzen. ",2021-06-22 09:58:32.2000000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Wir haben immer versucht, aus Kennzeichen Filmtitel zu gestalten.",2021-06-22 09:58:47.5300000
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Die Angst ist auf jeden Fall berechtigt :D,2021-06-22 09:58:57.4033333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Apfel1,Das ist ziemlich kreativ,2021-06-22 09:59:18.5133333
FE6358E0-074F-40F1-8265-13FAF62B6F55,Kaesetoast,"Es war nur immer schwierig, einen Sieger auszumachen.",2021-06-22 09:59:32.3933333
DF4936C7-A6C3-42CF-93FA-1C93E9DF921E,Kaesetoast,"Fühlt es sich für dich auch komisch an, einen Fremden nach einem Chat zu fragen?",2021-06-08 10:35:28.7133333
A3C782D7-59B1-4247-BBAB-1EAABE618908,huibuh,Hi,2021-06-29 10:25:36.1833333
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,Hi,2021-06-18 15:57:07.4166667
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Hallo,2021-06-18 15:57:35.5566667
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,Alles gut? :),2021-06-18 15:57:44.0700000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ja soweit schon, allerdings ist es heute sehr warm. Das ist etwas anstrengend.",2021-06-18 15:58:21.2700000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Hab heute schon Eis gegessen und saß vorm Ventilator, das hat geholfen :)",2021-06-18 15:58:49.0566667
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Und wie gehts dir?,2021-06-18 15:58:55.0400000
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,"Ja, das stimmt. Die Hitze macht einem echt zu schaffen. Hast du dir denn zur ABkühlung schon ein Eis gegönnt?",2021-06-18 15:58:55.7066667
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,Das wollte ich gerade fragen :-D,2021-06-18 15:59:06.2966667
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,Mir gehts auch soweit gut. Hatte auch eben schon mein 1. Eis.,2021-06-18 15:59:38.6700000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Sehr gut! Es war hier auch Gewitter angekündigt, aber bisher warte ich leider erfolglos darauf.",2021-06-18 16:00:08.1800000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Hast du vor morgen das Deutschlandspiel zu schauen?,2021-06-18 16:00:40.2800000
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,"Ich genauso. Allerdings bin ich dadurch auch trocken zu meinem Eis gekommen. Nein, ich bin nicht so der Fußball-Fan. Du?",2021-06-18 16:01:18.6233333
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Ah immerhin hat es dann auch was gutes!,2021-06-18 16:01:48.4500000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ne auch nicht Fan, aber ich schaue mir das trotzdem gerne an. Ich treffe mich auch tatsächlich morgen zum gemeinsamen schauen.",2021-06-18 16:02:50.3433333
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ich mache sogar bei zwei Tippspielen zur EM mit, aber hab bisher nur das halbe Spiel Deutschland gegen Frankreich geschaut :-D",2021-06-18 16:03:20.5800000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Dafür läuft das Tippen aber ganz gut! In der App werden immer die allgemeinen Quoten mitangegeben und daran orientiere ich mich.,2021-06-18 16:03:51.7633333
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,"Ah, also hat es auch einen sozialen Aspekt. :-) Dann solltest du dich mit dem Schauen wohl auch ranhalten, oder du lässt dich am Ende überraschen. Viel Erfolg auf jeden Fall! Grillt ihr denn auch dazu?",2021-06-18 16:04:54.2200000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,ja definitiv!,2021-06-18 16:05:16.0633333
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ich glaube ich lasse mich überraschen :D Meine Tipps für den Sieg musste ich aber schon abgeben, deswegen hoffe ich jetzt dasss Frankreich gewinnt, damit ich viele Punkte im Tippspiel bekomme :-D",2021-06-18 16:06:28.5500000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ich weiß garnicht, ob etwas geplant ist, kann tatsächlich sein dass wir grillen.",2021-06-18 16:07:04.0633333
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Auf jeden Fall wird am Sonntag gegrillt, das ist schon länger geplant. Da sieht's aber ja grade so aus, dass es Unwetter geben wird.",2021-06-18 16:07:59.1133333
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Hast du dieses Jahr schon gegrillt?,2021-06-18 16:08:11.0666667
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,"Achso :-D Nicht, dass ich Ahnung hätte, aber ich dachte die Franzosen wären so unsympathisch. Nein, ich habe noch nicht gegrillt. Ich habe selber keinen Balkon oder Garten und leider auch keine Freunde, die einen Grill haben :-D",2021-06-18 16:09:34.4000000
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,Wird es denn bei euch auch ein paar Tofu-Würstchen oder Grillgemüse geben?,2021-06-18 16:10:10.5700000
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ja :) Ws wurden schon spezielle Rezepte rausgesucht: Grillsandwiches mit gegrillter Paprika, das wird dann doppelt gegrillt, und überbackene Kartoffeln mit Grillkäse. Ich habe noch keine guten Tofu-Grillwürstchen entdeckt.",2021-06-18 16:12:55.3566667
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,"Ich werde auch nur zum gemeinsam grillen eingeladen, entweder bei meinen Eltern oder bei den Eltern meines Freunds. Sonst kenne ich auch keine Personen mit Grill.",2021-06-18 16:15:25.7266667
8026D892-7773-43D9-AE24-214390AB0EF8,grassroot,Hättest du später gerne mal einen Balkon oder Garten?,2021-06-18 16:15:47.2433333
8026D892-7773-43D9-AE24-214390AB0EF8,huibuh,"Das hört sich ja super an! Überbackene Kartoffeln esse ich auch sehr gerne. Bei den Tofu-würstchen kann ich leider auch nicht behilflich sein, da kenne ich mich nicht aus. Bei mir haben auch nur meine Eltern einen Grill. ",2021-06-18 16:17:07.5266667
